variety,harvest_code,location,treatment,state,quality_overall,watercore,tree_vigor,fruit_drop,red_pct,color_pattern,comments,coarse_texture,harvest_load,fruit_load,eating_quality,scab_susc,brix,flavor,flesh_color,firm_or_soft,firmness_value,ground_color,over_color,image_url,size,shape,weight_grams,harvest_window,russeting,season,biennial,storage_quality,evaluation_date,drop_status,rootstock,preharvest_drop_pct,drop_location,texture,CAR_susc,fireblight_susc,skin_feel,skin_thick,starch_index,DA_meter,tree_habit,tree_vigor2,brix_numeric,firmness_numeric,red_pct_numeric,starch_numeric,routing,is_premium,size_numeric,season_numeric
Redmax McIntosh,,Belchertown,no,MA,,,,,80,,"10 box, B3, B.9 rootstock super-spindle",,,medium-heavy,,,14.5,sweet-tart,,,3.2,,,http://fruit.umext.umass.edu/images/2009apples/mcintoshredmax091709.jpg,,,215.0,September 16-30,,middle,,,9/17/2009,some,B.9,,,,,,,,12.4,6 (4-7),,,14.5,3.2,80.0,12.4,unknown,False,3,3
Golden Supreme,,Belchertown,no,MA,very good,,strong,,10% blush,blush,"very uneven maturity, biannual bearing; not generally recommended, but can be a very good eating apple; does not store",few,stem,variable,good,,16.2,sweet,cream-white,medium melting,3.2,yellow,pink,http://fruit.umext.umass.edu/images/2009apples/goldensupreme091709ma.jpg,medium-large,irregular,234.0,September 16-30,somewhat conspicuous,middle,,fair-good,9/17/2009,few,M.9 Pajam 2,0,,,,,mostly dry,average,11.6,4 (3.5-7),upright,medium-strong,16.2,3.2,,11.6,fresh_premium,False,3,3
Brookfield Gala,,Belchertown,no,MA,excellent,,strong,,95,solid-stripe,"very nice, picked largest fruit, 11 bushels off 30 8th-leaf super-spindle trees on M.9",few,stem,medium-heavy,very good,,16.3,sweet,cream-yellow,medium melting,2.9,white-yellow,dark red,http://fruit.umext.umass.edu/images/2009apples/galabrookfield091809ma.jpg,medium,somewhat typey,198.0,September 16-30,somewhat conspicuous,middle,,good-excellent,9/18/2009,none,M.9,0,,,,,slightly greasy,average,11.4,6.7,spreading-upright,medium,16.3,2.9,95.0,11.4,fresh_premium,False,3,3
Buckeye Gala,,Belchertown,no,MA,good,,medium,,99,solid,"dark red, solid color Gala, almost looks like Delicious",few,stem,medium,good,,19,sweet,cream-yellow,medium melting,2.9,white-yellow,dark red,http://fruit.umext.umass.edu/images/2009apples/galabuckeye091809ma.jpg,medium,somewhat typey,207.0,September 16-30,somewhat conspicuous,middle,,good,9/18/2009,none,G.16,0,,,,,slightly greasy,average,12.4,5.4,spreading-upright,medium-strong,19.0,2.9,99.0,12.4,fresh_standard,False,3,3
Shamrock,,Belchertown,unknown,MA,good,,,,15,blush,"not sure what people see in this apple, but sells in UMass Orchard store for a premium (I assume because it is green)",absent,,medium-heavy,fair,,16.2,tart-bland,green-white,soft,3.2,green,bronze,http://fruit.umext.umass.edu/images/2009apples/shamrock091809ma.jpg,medium,symmetrical-round,208.0,September 16-30,inconspicuous,,,fair,9/18/2009,few,,5,stem,fine,,,dry,average,10.8,2.9,upright-spreading,medium-strong,16.2,3.2,15.0,10.8,juice,False,3,3
Buckeye Gala,,Belchertown,no,MA,,,,,98,,,,,medium-heavy,,,18.7,,cream-yellow,,2.9,,,,,,195.0,September 16-30,,,,,9/21/2009,none,G16,,,,,,,,11.6,4.6 (3-7),,,18.7,2.9,98.0,11.6,unknown,False,3,3
Buckeye Gala,,Belchertown,,MA,,,,,96,,,present,"stem, then down side",medium-heavy,,,16.2,,,,2.8,,,http://fruit.umext.umass.edu/images/2009apples/galabuckeye092109ma.jpg,,,191.0,,,middle,,,9/21/2009,none,M.9,,,,,,slightly greasy,,12,6.2 (4.5-7.5),,medium,16.2,2.8,96.0,12.0,unknown,False,3,3
"Fuji, September Wonder (early)",,Belchertown,,MA,very good,,medium,,70,blush,"avoid over-cropping for best quality; a nice, early Fuji, recommended",absent,,medium-heavy,very good,,13.6,sweet,cream-yellow,medium melting,3.1,green-yellow,red-pink,http://fruit.umext.umass.edu/images/2009apples/fujuseptwonder092109ma.jpg,medium,symmetrical-round,226.0,,inconspicuous,middle,,good-excellent,9/21/2009,none,M.9,0,,,,,dry,average,11.1,7.5,spreading-upright,medium,13.6,3.1,70.0,11.1,fresh_premium,False,3,3
Crimson Crisp,,Belchertown,no,MA,very good,,strong,,95,solid-blush,one of the better scab-resistant varieties; recommended,absent,,medium-heavy,good,,18.9,tart-sweet,cream-yellow,hard,3.1,green-yellow,red-maroon,http://fruit.umext.umass.edu/images/2009apples/crimsoncrisp092109ma.jpg,medium-large,symmetrical,230.0,September 16-30,inconspicuous,middle,,good,9/21/2009,nil,M.9,0,,,,,dry,somewhat thick,12.1,6 (5-7),upright-spreading,medium-strong,18.9,3.1,95.0,12.1,fresh_premium,False,3,3
NY 428,,Belchertown,no,MA,good,,medium-stout,,92,solid-blush,"could use another week, reminds me of a large Empire",absent,,medium-heavy,fair,,21,tart,green-white,hard,3.2,green,red-deep,http://fruit.umext.umass.edu/images/2009apples/ny428092109ma.jpg,medium-large,symmetrical-mostly round,233.0,,somewhat conspicuous,,,fair-good,9/21/2009,none,M.9,<5,stem,fine,,,dry,average,12.8,3.3 (2.5-5.5),spreading,medium,21.0,3.2,92.0,12.8,fresh_standard,False,3,3
"Jonagold, ‘Morren’s Supra’",,Belchertown,,MA,fair-good,,medium,,65,stripe-blush,"better than Honeycrisp in my opinion, we should be growing many more of these",absent,,medium,excellent,,14.8,sweet,white-green,crisp melting,3.5,green-yellow,red-orange,http://fruit.umext.umass.edu/images/2009apples/jonagoldmorrensfruit092209ma.jpg,large,symmetrical-slight oblong,333.0,,somewhat conspicuous,middle,,excellent,9/21/2009,none,M.9,0,,,,,dry,average,12.3,5.2 (4.5-6.5),spreading-upright,medium,14.8,3.5,65.0,12.3,fresh_standard,False,5,3
"Cortland, Redcort",,Belchertown,no,MA,good,,medium,no,80,blush-stripe,"does not starch test well, generally being harvested in the region",absent,,medium,good,,13.9,tart-sweet,very white,soft,3.5,mostly green,dark red,http://fruit.umext.umass.edu/images/2009apples/cortlandredcorttree092509ma.jpg,medium-large,"asymmetrical, generally flattish",258.0,September 16-30,inconspicuous,middle,,good,9/25/2009,nil,M.9/Pajam 2,<5,stem,very fine,,,dry,average,12.6,3.9,drooping,medium-strong,13.9,3.5,80.0,12.6,juice,False,3,3
Macoun,,Belchertown,no,MA,good,,medium,,75,blush w/ hint of stripe,,absent,,medium,good,,14.3,tart,white,soft-crisp,3.3,green,red,http://fruit.umext.umass.edu/images/2009apples/macoun092509ma.jpg,medium,"irregular, tending to have some ribbing",230.0,September 16-30,conspicuous,middle-late,,good,9/25/2009,nil,M.9,0,,,,,dry,average,12.1,3.4 (3-4),upright,medium-strong,14.3,3.3,75.0,12.1,juice,False,3,4
Liberty,,Belchertown,no,MA,very good,,medium,,80,solid-blush,,absent,,medium-heavy,good,,20.3,tart,white,soft-crisp,3.3,green,red,http://fruit.umext.umass.edu/images/2009apples/liberty092509ma.jpg,medium,somewhat typey,258.0,September 1-15,somewhat conspicuous,middle-late,,good-excellent,9/25/2009,none,,0,,,,,dry,average,13,3.5,upright-spreading,weakish,20.3,3.3,80.0,13.0,fresh_premium,False,3,4
"Jonagold, Morren’s Supra",,Belchertown,,MA,excellent,,,,65,,"one of the best apples, needs to be picked now!",,,,excellent,,14.2,sweet,,,3.5,,,http://fruit.umext.umass.edu/images/2009apples/jonagoldmorrensupra092809ma.jpg,,,310.0,,,,,excellent,9/28/2009,nil,M.9,,,,,,,,13.9,6.5 (6-7),,,14.2,3.5,65.0,13.9,fresh_premium,False,3,3
Macoun,,Belchertown,,MA,,,,,90,,"just about right, although starch index seems low",,,medium-heavy,,,15.7,,,,3.3,,,http://fruit.umext.umass.edu/images/2009apples/macoun092809ma.jpg,medium,,222.0,,,,,,9/28/2009,some,M.9,,,,,,,,12.8,3.6 (3-4),,,15.7,3.3,90.0,12.8,unknown,False,3,3
Liberty,,Belchertown,,MA,very good,,,,95,,good for harvest,,,medium-heavy,good,,18.1,very tart,,,3.4,,,http://fruit.umext.umass.edu/images/2009apples/liberty092809ma.jpg,medium,,265.0,,,,,good,9/28/2009,nil,B.9,,,,,,,,12.4,3.9 (3-5),,,18.1,3.4,95.0,12.4,fresh_premium,False,3,3
Jonagold de Coster,,Belchertown,,MA,good,,medium,,85,blush-stripe,"2nd leaf trees, so that may impact fruit quality",absent,,medium,fair,,15.6,sweet-tart,green-white,softish,3.4,light green,orange-red,http://fruit.umext.umass.edu/images/2009apples/jonagolddecoster092809ma.jpg,medium-large,somewhat typey,289.0,,conspicuous,middle,,fair-good,9/28/2009,nil,M.9,<5,stem,fine,,,slightly greasy,average,12.6,7.5,spreading-upright,medium,15.6,3.4,85.0,12.6,juice,False,3,3
Rezista Jonathan-like (Resi cv.),,Belchertown,,MA,good,,medium,,95,solid-blush,"way over-mature, over-cropped; not good at all",absent,,very heavy,poor,,14,,white,soft,2.75,green-yellow,red,http://fruit.umext.umass.edu/images/2009apples/rezistajonathan092809ma.jpg,small,"mostly symmetrical, roundish",143.0,,somewhat conspicuous,middle,,poor,9/28/2009,nil,M.26,0,,,,,,somewhat thick,10.2,8,spreading,weak-medium,14.0,2.75,95.0,10.2,juice,False,1,3
Rezista Rome-like (Rajka cv.),,Belchertown,,MA,good,,medium,,80,solid-blush,better than the early Jonathan-type,absent,,heavy,fair,,15.2,sweet-tart,cream-yellow,soft,3.1,green-yellow,red,http://fruit.umext.umass.edu/images/2009apples/rezistarome092809ma.jpg,medium,"irregular, but mostly round",204.0,,somewhat conspicuous,middle,,fair-good,9/28/2009,nil,M.26,5-10,stem,medium,,,dry,somewhat thick,12.4,5.5,spreading-upright,medium-strong,15.2,3.1,80.0,12.4,juice,False,3,3
Empire,,Stow,no,MA,good,,,,85,solid-blush,,absent,,medium,very good,,17.1,tart-sweet,white,medium melting,2.95,green,red,http://fruit.umext.umass.edu/images/2009apples/empire092909mastow.jpg,small-medium,symmetrical round,177.0,September 16-30,somewhat conspicuous,middle-late,,good,9/29/2009,nil,,0,,,,,dry,average,11.0,4.5 (3-5),upright-spreading,medium-strong,17.1,2.95,85.0,11.0,fresh_standard,False,1,4
"Empire, Tome",,Harvard,full rate,MA,very good,,medium,,95,solid,"one with water core; nice, very attractive on trees; could wait a week to pick",absent,,medium-heavy,very good,,18.5,tart,white,hard,3.0,light green,red-purple,http://fruit.umext.umass.edu/images/2009apples/empiretome092909maharvard.jpg,medium,symmetrical,190.0,September 16-30,somewhat conspicuous,middle-late,,good-excellent,9/29/2009,nil,,< 5 (nil),stem,fine,,,dry,average,11.3,3.5,upright-spreading,medium,18.5,3.0,95.0,11.3,fresh_premium,False,3,4
"Empire, Royal",,Belchertown,,MA,good,,medium,,95,solid-stripe,"somewhat small size on weakish trees; otherwise, very, very nice",absent,,medium-heavy,excellent,,18,sweet-tart,white,medium melting,2.9,green,dark red,http://fruit.umext.umass.edu/images/2009apples/empireroyal092909ma.jpg,small-medium,round with hint of ribbing,186.0,,mostly inconspicuous,middle-late,,good-excellent,9/29/2009,nil,B9,0,,,,,dry,somewhat thin,12.6,5,spreading,weak-medium,18.0,2.9,95.0,12.6,fresh_standard,False,1,4
Pioneer Mac,,Harvard,full rate,MA,fair-good,,medium,,70,blush,left on tree after last pick; pretty well shot even with ReTain at this point,absent,,,fair,,16.4,tart-sweet,white,soft,3.0,green,"red, ‘but dullish’",http://fruit.umext.umass.edu/images/2009apples/pioneermac092909maharvard.jpg,small-medium,"somewhat irregular, flattened",172.0,September 16-30,inconspicuous,middle-late,,fair,9/29/2009,few,M.9,<5,stem,medium,,,dry,average,14,7,spreading-upright,medium,16.4,3.0,70.0,14.0,juice,False,1,4
Honeycrisp,,Harvard,half rate ?,MA,very good,,medium,,65,stripe-blush,"despite being treated with ReTain, should have been picked by now; hint of late-harvest off-flavor (alcohol) developing",absent,,medium-heavy,very good,,13.7,fruity,cream-white,"crisp melting, but softening",3.4,green,orange-red,http://fruit.umext.umass.edu/images/2009apples/honeycrisp092909maharvard.jpg,medium-large,symmetrical,274.0,,somewhat conspicuous,middle,,very good,9/29/2009,some,M.9,<5,stem,"very fine, negligible",,,dry,somewhat thin,11.9,7.5,spreading,weak-medium,13.7,3.4,65.0,11.9,fresh_premium,True,3,3
Scarlet O’Hara,,Belchertown,no,MA,fair,,medium,faint,70,solid-blush,"some moldy core, sub-par",absent,,medium-heavy,poor,,19.5,tart-sweet,green-white,hard,3.2,green,red,http://fruit.umext.umass.edu/images/2009apples/scarletohara100209ma.jpg,medium-large,somewhat irregular,216.0,October 1-15,somewhat conspicuous,middle-late,,fair,10/2/2009,nil,M.9,5,stem,medium,,,dry,somewhat thick,11.1,6.1 (4.5-7),upright-spreading,medium-strong,19.5,3.2,70.0,11.1,fresh_standard,False,3,4
Hampshire,,Belchertown,no,MA,fair-good,,medium,faint,90,blush,"not too bad, could be a good late Mac-type apple",absent,,medium,fair-good,,15.6,sweet-tart,white,medium melting,3.2,green,red,http://fruit.umext.umass.edu/images/2009apples/hampshire100209ma.jpg,medium-large,"symmetrical, mostly, somewhat ribbed",228.0,October 1-15,inconspicuous,middle-late,,fair-good,10/2/2009,few,M.9,<5,stem,fine-medium,,,dry,average,10.4,4,upright-spreading,medium-strong,15.6,3.2,90.0,10.4,fresh_standard,False,3,4
Pinova,,Belchertown,,MA,very good,,medium,faint,75,blush-stripe,"a managed variety (Pinata) now, trees not available unless you already have them",absent,,medium-heavy,excellent,,14.9,"sweet, fruity, complex",cream-yellow,crisp melting,3.1,green-yellow,orange-red,http://fruit.umext.umass.edu/images/2009apples/pinova100209ma.jpg,medium,"somewhat typey, uniform",232.0,,conspicuous,late,,very good,10/2/2009,nil,M.9,5,stem,fine,,,slightly greasy,somewhat thin,12.6,6.5,upright-spreading,medium,14.9,3.1,75.0,12.6,fresh_premium,False,3,5
"Golden Delicious, ‘Gibson’",,Belchertown,no,10/5/09,very good,,medium,faint,10,blush,"very nice, ready for 1st harvest, good moderate crop load",absent,,medium,very good,,15,sweet,cream-yellow,medium melting,3.3,green-yellow,orange-red,,medium-large,symmetrical,261.0,October 1-15,conspicuous,late,,good-excellent,,none,M.9,5,stem,medium,,,dry,average,14.3,6,spreading-upright,medium-strong,15.0,3.3,10.0,14.3,fresh_premium,False,3,5
Stark Little Jewel,,Belchertown,no,MA,good,,medium,faint,95,solid-stripe,"2nd leaf trees, 1st time I have tried it, seems to have merit; could wait another week to pick",absent,,light,good,,21,sweet-tart,green-white,crisp,3,green-yellow,red,http://fruit.umext.umass.edu/images/2009apples/starklittlejewel100609ma.jpg,small-medium,distinctly typey,200.0,October 1-15,conspicuous,late,,good,10/6/2009,none,M26,<10,stem,medium,,,dry,average,11.8,3,upright-spreading,medium,21.0,3.0,95.0,11.8,fresh_standard,False,1,5
SnowSweet,,Belchertown,no,MA,very good,,weak,faint,90,solid-blush,"nice, large fruit with very soft, mild-sweet flesh",absent,,medium,good,,13.7,sweet-mild,white,soft,3.4,green,red,http://fruit.umext.umass.edu/images/2009apples/snowsweettree100609ma-2.jpg,large,symmetrical,269.0,September 16-30,inconspicuous,late,,very good,10/6/2009,nil,M9,<5,stem,medium,,,dry,average,12.9,7.5,spreading-upright,medium,13.7,3.4,90.0,12.9,fresh_premium,False,5,5
Novaspy,,Belchertown,no,MA,fair-good,,medium,faint,85,blush-stripe,"scab-resistant, a unique tree habit that resembles alder; >50% watercore",absent,,medium,good,,14.4,tart-sweet,white,medium melting,3.4,green,red,http://fruit.umext.umass.edu/images/2009apples/novaspy100609ma.jpg,medium-large,asymmetrical-somewhat ribbed,280.0,September 16-30,somewhat conspicuous,late,,fair-good,10/6/2009,nil,,5,stem,fine,,,dry,average,13.3,6.5,drooping,medium-strong,14.4,3.4,85.0,13.3,fresh_standard,False,3,5
Creston,,Belchertown,no,MA,fair,,medium,faint,75,blush-stripe,,few,"calyx, with some rot",medium,very good,,15.3,sweet,cream-yellow,crisp melting,3.3,green-yellow,orange-red,http://fruit.umext.umass.edu/images/2009apples/creston100609ma.jpg,medium-large,asymmetrical-oblong,290.0,October 1-15,inconspicuous,late,,very good,10/6/2009,few,M9,"<5, negligible",stem,fine,,,slightly greasy,average,14.2,6.5,spreading-upright,medium,15.3,3.3,75.0,14.2,fresh_standard,False,3,5
Topaz,,Northboro,no,MA,good,tendency,medium,very faint,60,blush-stripe,"scab-resistant; lacking flavor, but ready",absent,,heavy,good,,15.7,tart-sweet,cream-yellow,medium melting,3.2,green-yellow,orange-red,,medium,symmetrical-oblate,221.0,October 1-15,somewhat conspicuous,late,,good,10/6/2009,nil,M9,5,stem,medium,,yes,dry,somewhat thick,10.7,6.1,upright-spreading,medium,15.7,3.2,60.0,10.7,fresh_standard,False,3,5
Creston,,Northboro,no,MA,good,,medium,faint,60,stripe-blush,,absent,,medium,very good,,15,sweet,cream-white,medium melting,3.2,green-yellow,orange-red,http://fruit.umext.umass.edu/images/2009apples/crestontree100609northboroma-2.jpg,medium-large,symmetrical-oblong,269.0,October 1-15,inconspicuous,late,,very good,10/6/2009,nil,M9,<5,stem,medium,,,dry,average,13.3,6.9,spreading-upright,medium,15.0,3.2,60.0,13.3,fresh_standard,False,3,5
Hampshire,,Northboro,no,MA,very good,,medium,faint,90+,solid-blush,2nd-leaf trees,absent,,medium,fair-good,,15,tart-bland,green-white,medium melting,3.4,green,pink,http://fruit.umext.umass.edu/images/2009apples/hampshire100609northboroma.jpg,medium-large,somewhat irregular-round,276.0,October 1-15,inconspicuous,late,,fair-good,10/6/2009,nil,M9,<5,stem,fine-medium,,,dry,average,10.4,3.9,upright-spreading,medium-strong,15.0,3.4,,10.4,fresh_premium,False,3,5
Miracle Mac,,Northboro,no,MA,good,,medium,faint,95,solid-blush,"not very good flavor, 2nd-leaf trees; hard to get excited about",absent,,light-medium,fair,,14.1,bland,white,soft,3.4,green,red,http://fruit.umext.umass.edu/images/2009apples/miraclemac100609northboroma.jpg,medium-large,somewhat irregular,259.0,September 16-30,inconspicuous,late,,poor,10/6/2009,few,M9,<5,stem,fine,,,dry,average,11.7,5.5 (4-7),spreading-upright,medium,14.1,3.4,95.0,11.7,juice,False,3,5
Honeygold,,Northboro,no,MA,very good,,medium,yes,10,blush,"may bruise easily; OK, but there are better yellow apples; overmature; 2nd-leaf trees",absent,,medium,good,,12.6,sweet,white,soft,3.5,green-yellow,orange-red,http://fruit.umext.umass.edu/images/2009apples/honeygold100609northboroma.jpg,medium-large,symmetrical-ovate,284.0,September 16-30,conspicuous,late,,good,10/6/2009,nil,M9,<5,stem,medium,,,dry,average,12.6,7.9,upright-spreading,medium,12.6,3.5,10.0,12.6,fresh_premium,False,3,5
Spartan ,,Northboro,no,MA,good,,medium,no,95,solid-blush,2nd-leaf trees,absent,,medium,good,,13.8,tart,white,soft-medium,3.4,green,red,http://fruit.umext.umass.edu/images/2009apples/spartan100609northboroma.jpg,medium-large,symmetrical-round,258.0,October 1-15,inconspicuous,late,,fair,10/6/2009,few,M9,<5,stem,fine,,,dry,somewhat thin,10.4, 4.5 (3-6),spreading-upright,medium,13.8,3.4,95.0,10.4,juice,False,3,5
Hudson Golden Gem,,Belchertown,,MA,fair,,medium,yes,0,solid-blush,"prone to surface defects, pre-harvest drop; may not be ready yet",absent,,medium-heavy,fair,,18.8,"sweet, rather bland",green-white,medium melting,3.4,green,green-yellow,http://fruit.umext.umass.edu/images/2009apples/hudsongoldengem100809ma.jpg,large,"somewhat irregular, conical",320.0,,somewhat conspicuous,late,,fair,10/8/2009,some,,95,all over,coarse,,,dry,somewhat thin,12.9,2.5,upright-spreading,medium-strong,18.8,3.4,0.0,12.9,fresh_standard,False,5,5
Mutsu (Crispin),,Belchertown,,MA,very good,,medium,very faint,10,blush,"a little early, but otherwise good",absent,,light-medium,very good,,19,sweet-tart,green-white,medium melting,3.5,green-yellow,orange-red,http://fruit.umext.umass.edu/images/2009apples/mutsu100809ma.jpg,large,symmetrical-oblong,352.0,,conspicuous,late,,very good,10/8/2009,nil,M9,<5,stem,fine,,,dry,average,12.8,3.5,upright-spreading,strong,19.0,3.5,10.0,12.8,fresh_premium,False,5,5
Crimson Topaz,,Belchertown,no,MA,good,tendency,medium,very faint,80,blush-stripe,"one of the best scab-resistant apples out there; too bad it ripens on the late side; perfect right now; very productive, benefits from good thinning",absent,,medium-heavy,good,,14.9,tart-sweet,cream-white,medium melting,3.4,green-yellow,red,http://fruit.umext.umass.edu/images/2009apples/topaz100809ma.jpg,medium,somewhat irregular-oblate (flattish),272.0,October 1-15,conspicuous,late,,good,10/8/2009,none,M9,5,stem,medium,,yes,dry,average,12.3,6,spreading-upright,weak-medium,14.9,3.4,80.0,12.3,fresh_standard,False,3,5
Roxbury Russet,,Belchertown,,MA,fair,,medium,yes,<10,blush,some water-soaked flesh; prone to getting sooty blotch,very few,side,medium-heavy,fair,,21.7,"non-descript, somewhat bland",cream-white,medium melting,3.3,green,bronze,http://fruit.umext.umass.edu/images/2009apples/roxburyrusset100909ma.jpg,medium,irregular-oblate,237.0,October 1-15,somewhat conspicuous,late,,fair,10/9/2009,few,,65,all over,medium,,,dry,average,13.2,4,upright-spreading,medium,21.7,3.3,,13.2,fresh_standard,False,3,5
